Long_,Lat_,FID,HOSPITAL_NAME,COUNTY_NAME,STATE_NAME,FIPS,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS
-88.07795870000001,30.6974512,82,USA Childrens & Womens Hospital,Mobile,Alabama,1097,152,101,118
-87.3206816,31.498257000000002,83,Monroe County Hospital,Monroe,Alabama,1099,94,49,8
-86.1748296,32.376228399999995,84,Baptist Medical Center East,Montgomery,Alabama,1101,150,150,12
-86.24390859999998,32.376919300000004,85,Central Alabama Veterans Health Care System - West Campus,Montgomery,Alabama,1101,143,143,1
-86.271,32.3269,86,Baptist Medical Center South,Montgomery,Alabama,1101,432,320,26
-86.28534920000001,32.3670831,87,Jackson Hospital,Montgomery,Alabama,1101,344,270,34
-86.97241700000001,34.590413500000004,88,Decatur Morgan Hospital - Decatur Campus (FKA Decatur General Hospital),Morgan,Alabama,1103,273,222,23
-85.9449087,31.781149699999997,89,Troy Regional Medical Center,Pike,Alabama,1109,97,97,9
-85.0086714,32.508084499999995,90,Jack Hughston Memorial Hospital,Russell,Alabama,1113,70,47,8
-86.3017253,33.6043705,91,St Vincents St Clair,St. Clair,Alabama,1115,40,40,6
-86.81304449999999,33.25241389999999,92,Shelby Baptist Medical Center,Shelby,Alabama,1117,252,212,32
-88.296,32.4917,93,Hill Hospital of Sumter County,Sumter,Alabama,1119,33,33,6
-86.25520420000001,33.1644466,94,Coosa Valley Medical Center,Talladega,Alabama,1121,168,122,8
-86.0921,33.4397,95,Citizens Baptist Medical Center,Talladega,Alabama,1121,122,85,6
-85.7415,32.82,96,Lake Martin Community Hospital,Tallapoosa,Alabama,1123,46,46,8
-85.9687,32.9316,97,Russell Medical Center,Tallapoosa,Alabama,1123,81,34,6
-87.52669559999998,33.2047953,98,DCH Regional Medical Center,Tuscaloosa,Alabama,1125,583,524,52
-87.4865613,33.1913652,99,Tuscaloosa VA Medical Center,Tuscaloosa,Alabama,1125,96,96,0
-87.2080895,33.829811,100,Walker Baptist Medical Center,Walker,Alabama,1127,267,207,12
-88.235022,31.459627100000002,101,Washington County Hospital,Washington,Alabama,1129,25,15,3
-87.3001629,31.9980953,102,J Paul Jones Hospital,Wilcox,Alabama,1131,30,21,4
-87.591312,34.241867,103,Lakeland Community Hospital,Winston,Alabama,1133,49,49,4
-149.8169137,61.1879049,104,Providence Alaska Medical Center,Anchorage,Alaska,2020,401,391,46
-149.8287333,61.2106931,105,Alaska Regional Hospital,Anchorage,Alaska,2020,250,164,14
-149.79996730000002,61.1829647,106,Alaska Native Medical Center,Anchorage,Alaska,2020,150,174,30
-161.7271,60.7494,107,Yukon-Kuskokwim Delta Regional Hospital,Bethel,Alaska,2050,50,34,6
-69.7794897,44.310624100000005,108,Maine VA Medical Center (AKA Togus VA Medical Center),Kennebec,Maine,23011,167,167,2
-147.7399471,64.8311569,109,Fairbanks Memorial Hospital,Fairbanks North Star,Alaska,2090,152,122,13
-134.4649167,58.3290164,110,Bartlett Regional Hospital,Juneau,Alaska,2110,73,45,9
-151.0782521,60.493369900000005,111,Central Peninsula Hospital,Kenai Peninsula,Alaska,2122,49,49,6
-149.38874199999998,60.26951,112,Providence Seward Medical & Care Center,Kenai Peninsula,Alaska,2122,6,6,1
-151.55003390000002,59.6521505,113,South Peninsula Hospital,Kenai Peninsula,Alaska,2122,22,21,4
-131.6866346,55.3536571,114,PeaceHealth Ketchikan Medical Center,Ketchikan Gateway,Alaska,2130,25,25,4
-76.6244839,39.289565,115,VA Maryland Health Care System - Baltimore VA Medical Center,Baltimore City,Maryland,24510,100,100,2
-152.37564719999997,57.80088370000001,116,Providence Kodiak Island Medical Center,Kodiak Island,Alaska,2150,25,24,4
-149.25763830000002,61.5631603,117,Mat-Su Regional Medical Center,Matanuska-Susitna,Alaska,2170,125,74,14
-165.40595,64.497393,118,Norton Sound Regional Hospital,Nome,Alaska,2180,18,18,3
-135.3551988,57.05199029999999,119,Mt Edgecumbe Hospital,Sitka,Alaska,2220,25,27,4
-131.7229,56.3147,120,Wrangell Medical Center,Wrangell,Alaska,2275,8,8,1
-72.6859271,42.3471739,121,VA Central Western Massachusetts Healthcare System - Northampton VA Medical Center (AKA Edward P Boland Department of Veterans Affairs Medical Center),Hampshire,Massachusetts,25015,145,145,0
-71.27558859999999,42.5071946,122,Edith Nourse Rogers Memorial Veterans Hospital,Middlesex,Massachusetts,25017,65,65,1
-109.0483992,35.759316999999996,123,Fort Defiance Indian Hospital,Apache,Arizona,4001,56,56,10
-109.5526,36.1542,124,Chinle Comprehensive Health Care Facility,Apache,Arizona,4001,60,60,11
-109.4589,35.6053,125,Sage Memorial Hospital,Apache,Arizona,4001,25,25,4
-109.2855001,34.1316409,126,White Mountain Regional Medical Center,Apache,Arizona,4001,21,21,4
-109.8827933,31.4175897,127,Copper Queen Community Hospital,Cochise,Arizona,4003,14,14,2
-110.3084953,31.964943800000004,128,Benson Hospital,Cochise,Arizona,4003,22,22,4
-109.838086,32.2649125,129,Northern Cochise Community Hospital,Cochise,Arizona,4003,24,24,4
-110.230876,31.554585999999997,130,Canyon Vista Medical Center (FKA Sierra Vista Regional Health Center),Cochise,Arizona,4003,100,75,12
-111.64390729999998,35.2090049,131,Flagstaff Medical Center,Coconino,Arizona,4005,264,242,41
-111.46391100000001,36.91754,132,Page Hospital,Coconino,Arizona,4005,25,25,4
-111.2397,36.1362,133,Tuba City Regional Health Care,Coconino,Arizona,4005,73,73,13
-110.4178,33.2953,134,San Carlos Apache Healthcare (FKA PHS Indian Hospital - San Carlos),Graham,Arizona,4009,127,8,1
-110.82680959999999,33.4060628,135,Cobre Valley Regional Medical Center,Gila,Arizona,4007,25,25,4
-111.3213,34.2317,136,Banner Payson Medical Center (AKA Payson Regional Medical Center),Gila,Arizona,4007,25,25,4
-109.734994,32.822625,137,Mt Graham Regional Medical Center,Graham,Arizona,4009,49,49,9
-114.2847937,34.1356365,138,La Paz Regional Hospital,La Paz,Arizona,4012,25,25,3
-111.87704109999999,33.3899544,139,Banner Desert Medical Center,Maricopa,Arizona,4013,595,615,51
-112.28422309999999,33.60367670000001,140,Banner Boswell Medical Center,Maricopa,Arizona,4013,434,410,85
-112.07930959999999,33.481882,141,St Josephs Hospital and Medical Center,Maricopa,Arizona,4013,586,501,32
-112.10206550000001,33.525601,142,Abrazo Central Campus (FKA Phoenix Baptist Hospital),Maricopa,Arizona,4013,206,144,28
-111.87460540000001,33.2973867,143,Chandler Regional Medical Center,Maricopa,Arizona,4013,338,96,49
-111.9229987,33.4886967,144,HonorHealth Scottsdale Osborn Medical Center,Maricopa,Arizona,4013,341,337,59
-112.02611909999999,33.4573098,145,Valleywise Health Medical Center (FKA Maricopa Medical Center),Maricopa,Arizona,4013,758,323,52
-112.07102739999999,33.5689294,146,HonorHealth John C Lincoln Medical Center (FKA John C Lincoln North Mountain Hospital),Maricopa,Arizona,4013,262,262,20
-112.17077909999999,33.502781899999995,147,Valleywise Behavioral Health Center - Maryvale (FKA MIHS Maryvale Hospital),Maricopa,Arizona,4013,228,228,16
-112.05788359999998,33.4649674,148,Banner - University Medical Center Phoenix (FKA Banner Good Samaritan Medical Center),Maricopa,Arizona,4013,766,622,46
-112.049421,33.49695,149,Phoenix Indian Medical Center,Maricopa,Arizona,4013,133,133,23
-111.9975215,33.6392902,150,Abrazo Scottsdale Campus (FKA Paradise Valley Hospital),Maricopa,Arizona,4013,136,120,14
-111.8851431,33.580069,151,HonorHealth Scottsdale Shea Medical Center,Maricopa,Arizona,4013,427,427,25
-111.68750790000001,33.411309499999994,152,Banner Baywood Medical Center,Maricopa,Arizona,4013,359,318,26
-112.17958440000001,33.609194099999996,153,Banner Thunderbird Medical Center,Maricopa,Arizona,4013,555,499,40
-112.11600870000001,33.6660046,154,HonorHealth Deer Valley Medical Center,Maricopa,Arizona,4013,204,204,36
-112.3728009,33.660310700000004,155,Banner Del E Webb Medical Center,Maricopa,Arizona,4013,394,314,34
-112.20154640000001,33.6550895,156,Abrazo Arrowhead Campus (FKA Arrowhead Hospital),Maricopa,Arizona,4013,217,217,38
-111.9564192,33.6588985,157,Mayo Clinic Hospital - Arizona,Maricopa,Arizona,4013,292,266,30
-111.68682949999999,33.4112307,158,Banner Heart Hospital,Maricopa,Arizona,4013,111,111,19
-111.7347299,33.3803795,159,Arizona Spine & Joint Hospital,Maricopa,Arizona,4013,23,23,4
-112.098972,33.532196899999995,160,CORE Institute Specialty Hospital (FKA the Surgical Hospital of Phoenix),Maricopa,Arizona,4013,32,32,6
-112.3521489,33.462556899999996,161,Abrazo West Campus (FKA West Valley Hospital),Maricopa,Arizona,4013,200,179,20
-112.73914109999998,33.9782824,162,Wickenburg Community Hospital,Maricopa,Arizona,4013,19,19,3
-111.89123300000001,33.3337537,163,Dignity Health Arizona Specialty Hospital (FKA Arizona Orthopedic Surgical Hospital),Maricopa,Arizona,4013,24,24,4
-112.2575889,33.4784822,164,Banner Estrella Medical Center,Maricopa,Arizona,4013,317,317,24
-111.7522435,33.2871651,165,Mercy Gilbert Medical Center,Maricopa,Arizona,4013,197,198,24
-111.61208740000001,33.3914626,166,Mountain Vista Medical Center,Maricopa,Arizona,4013,178,142,30
-111.7225666,33.3840468,167,Banner Gateway Medical Center,Maricopa,Arizona,4013,177,165,24
-111.92229520000001,33.670981299999994,168,HonorHealth Scottsdale Thompson Peak Medical Center,Maricopa,Arizona,4013,120,120,8
-112.0399987,33.4792904,169,Phoenix Childrens Hospital,Maricopa,Arizona,4013,435,433,81
-114.59627659999998,35.002748499999996,170,Valley View Medical Center,Mohave,Arizona,4015,84,72,12
-114.55498290000001,35.110805600000006,171,Western Arizona Regional Medical Center,Mohave,Arizona,4015,139,139,32
-114.3388668,34.4803821,172,Havasu Regional Medical Center,Mohave,Arizona,4015,152,144,16
-114.0370933,35.2201547,173,Kingman Regional Medical Center,Mohave,Arizona,4015,235,196,20
-110.0179812,34.20281370000001,174,Summit Healthcare Regional Medical Center,Navajo,Arizona,4017,101,89,12
-110.45299999999999,35.9347,175,Hopi Health Care Center,Navajo,Arizona,4017,6,6,1
-109.9577,33.8758,176,Whiteriver Indian Hospital,Navajo,Arizona,4017,40,40,7
-110.6925977,35.0358297,177,Little Colorado Medical Center,Navajo,Arizona,4017,25,25,4
-110.9485923,32.4292585,178,Oro Valley Hospital,Pima,Arizona,4019,146,111,36
-111.8792,31.9183,179,Sells Indian Hospital,Pima,Arizona,4019,14,14,2
-111.0100752,32.320276799999995,180,Northwest Medical Center,Pima,Arizona,4019,300,281,35
-110.9295,32.1778,181,Banner - University Medical Center South (FKA University of Arizona Medical Center - South Campus),Pima,Arizona,4019,245,132,12
-110.9447,32.2468,182,Banner - University Medical Center Tucson (FKA University of Arizona Medical Center),Pima,Arizona,4019,625,479,90
-110.8781248,32.2527133,183,Tucson Medical Center (AKA TMC HealthCare),Pima,Arizona,4019,596,441,36
-111.00129799999999,32.228575,184,St Marys Hospital,Pima,Arizona,4019,400,349,49
-110.8550125,32.2264891,185,St Joseph Hospital,Pima,Arizona,4019,486,451,32
-111.70974550000001,32.880740100000004,186,Banner Casa Grande Medical Center,Pinal,Arizona,4021,141,141,22
-110.95998300000001,31.340479,187,Holy Cross Hospital,Santa Cruz,Arizona,4023,25,25,4
-112.45232,34.55193,188,Northern Arizona VA Health Care System,Yavapai,Arizona,4025,21,21,0
-112.48111259999999,34.559343299999995,189,Yavapai Regional Medical Center - West,Yavapai,Arizona,4025,206,134,26
-112.02922099999999,34.7357288,190,Verde Valley Medical Center,Yavapai,Arizona,4025,98,87,13
-114.63491599999999,32.6823988,191,Yuma Regional Medical Center,Yuma,Arizona,4027,406,406,42
-91.5587837,34.517747799999995,192,Baptist Health - Stuttgart,Arkansas,Arkansas,5001,49,49,9
-91.3381567,34.279613700000006,193,DeWitt Hospital & Nursing Home,Arkansas,Arkansas,5001,25,25,4
-91.9388616,33.138494300000005,194,Ashley County Medical Center,Ashley,Arkansas,5003,33,25,6
-92.3944185,36.342950200000004,195,Baxter Regional Medical Center,Baxter,Arkansas,5005,268,170,17
-94.50834809999999,36.1895428,196,Siloam Springs Regional Hospital,Benton,Arkansas,5007,73,44,6
-94.1828963,36.308847799999995,197,Mercy Hospital Northwest Arkansas (FKA Mercy Medical Center),Benton,Arkansas,5007,208,206,24
-94.4593416,36.408640999999996,198,Ozarks Community Hospital of Gravette (AKA Ozarks Community Health System),Benton,Arkansas,5007,25,25,4
-93.1088244,36.2365698,199,North Arkansas Regional Medical Center,Boone,Arkansas,5009,174,120,24
-92.0591378,33.610770200000005,200,Bradley County Medical Center,Bradley,Arkansas,5011,33,25,4
-93.55169790000001,36.3589699,201,Mercy Hospital Berryville (FKA St Johns Hospital Berryville),Carroll,Arkansas,5015,25,25,5
-91.2895527,33.3063229,202,Chicot Memorial Medical Center,Chicot,Arkansas,5017,25,25,4
-93.08873609999999,34.122826399999994,203,Baptist Health - Arkadelphia,Clark,Arkansas,5019,25,25,4
-90.2046,36.3918,204,Piggott Community Hospital,Clay,Arkansas,5021,25,25,4
-91.9980592,35.504482,205,Baptist Health - Heber Springs,Cleburne,Arkansas,5023,25,25,4
-93.2391848,33.2742569,206,Magnolia Regional Medical Center,Columbia,Arkansas,5027,49,30,6
-71.4340067,41.8323154,207,Providence VA Medical Center,Providence,Rhode Island,44007,73,73,2
-92.7213852,35.1679543,208,CHI St Vincent Morrilton,Conway,Arkansas,5029,25,25,4
-90.63670429999999,35.866867799999994,209,NEA Baptist Memorial Hospital,Craighead,Arkansas,5031,228,100,36
-90.703918,35.838368,210,St Bernards Medical Center,Craighead,Arkansas,5031,378,337,30
-94.3386816,35.4351789,211,Baptist Health - Van Buren (FKA Sparks Medical Center - Van Buren),Crawford,Arkansas,5033,103,35,8
-90.78626779999999,35.2196635,212,CrossRidge Community Hospital,Cross,Arkansas,5037,25,15,3
-92.425,33.8116,213,Dallas County Medical Center,Dallas,Arkansas,5039,25,22,4
-91.3934,33.6188,214,McGehee Hospital (AKA McGehee-Desha County Hospital),Desha,Arkansas,5041,25,25,4
-91.4802566,33.8731869,215,Delta Memorial Hospital,Desha,Arkansas,5041,25,25,4
-91.8150203,33.6075473,216,Drew Memorial Health System (FKA Drew Memorial Hospital),Drew,Arkansas,5043,49,49,5
-92.4576613,35.0859847,217,Conway Regional Medical Center,Faulkner,Arkansas,5045,150,139,17
-93.8334873,35.4856914,218,Mercy Hospital Ozark,Franklin,Arkansas,5047,25,25,4
-93.0571895,34.510017,219,Levi Hospital (AKA Leo N Levi National Arthritis Hospital),Garland,Arkansas,5051,50,1,0
-93.035211,34.486004,220,National Park Medical Center,Garland,Arkansas,5051,163,126,16
-93.0663135,34.4681702,221,CHI St Vincent Hot Springs (FKA Mercy Hospital Hot Springs),Garland,Arkansas,5051,282,229,25
-90.5,36.06,222,Arkansas Methodist Medical Center,Greene,Arkansas,5055,129,114,8
-93.5868952,33.6490999,223,Wadley Regional Medical Center at Hope (FKA Medical Park Hospital),Hempstead,Arkansas,5057,79,67,8
-92.785668,34.3587893,224,Baptist Health - Hot Spring County (FKA Hot Spring County Medical Center),Hot Spring,Arkansas,5059,72,64,6
-79.9540689,32.7841197,225,Ralph H Johnson VA Medical Center,Charleston,South Carolina,45019,132,132,0
-93.8805482,33.9495578,226,Howard Memorial Hospital,Howard,Arkansas,5061,20,20,6
-91.6343327,35.767669700000006,227,White River Medical Center,Independence,Arkansas,5063,235,184,12
-92.01767640000001,34.188635999999995,228,Jefferson Regional Medical Center,Jefferson,Arkansas,5069,471,271,34
-93.4449,35.4643,229,Johnson Regional Medical Center,Johnson,Arkansas,5071,90,57,8
-90.9688,36.0747,230,Lawrence Memorial Hospital,Lawrence,Arkansas,5075,25,25,4
-93.7248661,35.289213200000006,231,Mercy Hospital Paris (FKA North Logan Mercy Hospital),Logan,Arkansas,5083,16,16,3
-93.93481899999999,35.140443499999996,232,Mercy Hospital Booneville (FKA Booneville Community Hospital),Logan,Arkansas,5083,25,24,4
-89.97562420000001,35.6998635,233,South Mississippi County Regional Medical Center,Mississippi,Arkansas,5093,25,25,4
-89.9188352,35.942244,234,Great River Medical Center,Mississippi,Arkansas,5093,99,99,5
-92.83626020000001,33.5758644,235,Ouachita County Medical Center,Ouachita,Arkansas,5103,98,87,8
-90.6271793,34.5102191,236,Helena Regional Medical Center,Phillips,Arkansas,5107,155,127,6
-94.2216421,34.5891875,237,Mena Regional Health System,Polk,Arkansas,5113,65,41,6
-93.149218,35.283190000000005,238,St Marys Regional Medical Center (AKA Saint Marys Regional Health System),Pope,Arkansas,5115,170,137,11
-92.2229774,34.7838044,239,Baptist Health - North Little Rock,Pulaski,Arkansas,5119,225,177,17
-92.3212178,34.748863,240,University of Arkansas for Medical Sciences Medical Center (AKA UAMS),Pulaski,Arkansas,5119,450,450,28
-92.3395969,34.749804,241,CHI St Vincent Infirmary,Pulaski,Arkansas,5119,615,393,23
-92.3204675,34.746367600000006,242,Central Arkansas Veterans Healthcare System - John L McClellan Memorial Veterans Hospital,Pulaski,Arkansas,5119,538,256,2
-92.381458,34.744562200000004,243,Baptist Health - Little Rock,Pulaski,Arkansas,5119,827,683,54
-92.3490932,34.8003023,244,Arkansas Surgical Hospital,Pulaski,Arkansas,5119,49,49,9
-92.3933061,34.7390675,245,Arkansas Heart Hospital,Pulaski,Arkansas,5119,110,112,20
-92.2091242,34.8134023,246,CHI St Vincent North,Pulaski,Arkansas,5119,69,59,14
-92.2929685,34.7429496,247,Arkansas Childrens Hospital,Pulaski,Arkansas,5119,336,336,36
-90.99748829999999,36.2900452,248,St Bernards Five Rivers (FKA Five Rivers Medical Center),Randolph,Arkansas,5121,50,32,2
-90.7790182,35.0261451,249,Forrest City Medical Center,St. Francis,Arkansas,5123,118,56,6
-92.58556309999999,34.5738284,250,Saline Memorial Hospital,Saline,Arkansas,5125,177,130,16
-94.1074,34.8968,251,Mercy Hospital Waldron (FKA Mercy Hospital Scott County),Scott,Arkansas,5127,24,24,4
-94.419774,35.3741136,252,Baptist Health - Fort Smith (FKA Sparks Regional Medical Center),Sebastian,Arkansas,5131,492,249,31
-94.3526657,35.355797100000004,253,Mercy Hospital Fort Smith (FKA St Edward Mercy Medical Center),Sebastian,Arkansas,5131,336,343,38
-92.0829588,35.8567231,254,Stone County Medical Center,Stone,Arkansas,5137,25,25,4
-92.6722,33.2183,255,Medical Center of South Arkansas,Union,Arkansas,5139,166,111,16
-92.452208,35.559199,256,Ozark Health Medical Center,Van Buren,Arkansas,5141,25,25,4
-94.1569306,36.077398200000005,257,Veterans Health Care System of the Ozarks (AKA Fayetteville VA Medical Center),Washington,Arkansas,5143,78,73,0
-94.1341845,36.121520399999994,258,Northwest Health Physicians Specialty Hospital,Washington,Arkansas,5143,20,20,4
-94.1368229,36.180139700000005,259,Northwest Medical Center - Springdale,Washington,Arkansas,5143,222,222,21
-94.15953459999999,36.1092031,260,Washington Regional Medical Center,Washington,Arkansas,5143,425,320,40
-91.6923333,35.250687799999994,261,Unity Health - White County Medical Center,White,Arkansas,5145,438,245,13
-93.388009,35.0545456,262,John Ed Chambers Memorial Hospital,Yell,Arkansas,5149,41,30,5
-93.1565,35.2202,263,Dardanelle Regional Medical Center (FKA River Valley Medical Center),Yell,Arkansas,5149,35,25,4
-122.08854840000002,37.6336778,264,St Rose Hospital,Alameda,California,6001,171,195,15
-122.26308459999998,37.821677,265,Alta Bates Summit Medical Center - Summit Campus,Alameda,California,6001,58,296,36
-122.1433524,37.7122362,266,San Leandro Hospital,Alameda,California,6001,91,48,6
